pair_id,a_age,a_education,a_location,a_career_field,a_career_ambition,a_openness,a_extraversion,a_agreeableness,a_conscientiousness,a_chronotype,a_spontaneity,a_love_language,a_emotional_expressiveness,b_age,b_education,b_location,b_career_field,b_career_ambition,b_openness,b_extraversion,b_agreeableness,b_conscientiousness,b_chronotype,b_spontaneity,b_love_language,b_emotional_expressiveness,compatibility_score,compatible,relationship_longevity_months
3528,49,3,Urban,Entrepreneurship,0.69,0.72,0.48,0.78,0.38,0.82,0.78,Physical Touch,0.67,22,3,Suburban,Entrepreneurship,0.48,0.46,0.69,0.15,0.07,0.17,0.58,Physical Touch,0.32,69.1,1,66
3529,21,3,Urban,Creative Arts,0.51,0.55,0.6,0.56,0.29,0.66,0.29,Quality Time,0.89,24,3,Suburban,Marketing,0.51,0.8,0.45,0.62,0.43,0.77,0.31,Physical Touch,0.27,65.9,1,94
3530,35,4,Suburban,Finance,0.4,0.49,0.84,0.66,0.83,0.61,0.54,Acts of Service,0.88,36,1,Urban,Creative Arts,0.41,0.64,0.11,0.38,0.89,0.66,0.47,Quality Time,0.29,55.6,0,51
3531,36,3,Suburban,Creative Arts,0.61,0.94,0.6,0.41,0.34,0.63,0.59,Physical Touch,0.56,51,5,Urban,Healthcare,0.5,0.6,0.55,0.34,0.78,0.83,0.42,Acts of Service,0.75,53.1,0,53
3532,52,3,Suburban,Healthcare,0.51,0.38,0.42,0.4,0.47,0.44,0.09,Acts of Service,0.1,41,2,Suburban,Marketing,0.44,0.15,0.61,0.4,0.76,0.91,0.3,Acts of Service,0.69,68.1,1,67
3533,31,4,Rural,Science,0.49,0.35,0.93,0.38,0.25,0.67,0.61,Words of Affirmation,0.46,27,5,Rural,Engineering,0.65,0.28,0.17,0.63,0.57,0.69,0.67,Words of Affirmation,0.28,76.8,1,83
3534,50,2,Rural,Finance,0.67,0.17,0.71,0.22,0.36,0.25,0.28,Quality Time,0.78,29,4,Suburban,Finance,0.75,0.63,0.27,0.58,0.33,0.71,0.95,Quality Time,0.57,61.8,0,84
3535,31,4,Urban,Entrepreneurship,0.39,0.45,0.8,0.53,0.38,0.41,0.66,Words of Affirmation,0.63,45,3,Suburban,Engineering,0.67,0.39,0.86,0.08,0.41,0.59,0.35,Physical Touch,0.88,63.4,0,70
3536,51,3,Suburban,Engineering,0.25,0.62,0.47,0.84,0.68,0.22,0.41,Words of Affirmation,0.44,40,3,Rural,Law,0.4,0.64,0.74,0.21,0.56,0.56,0.41,Words of Affirmation,0.53,86.3,1,86
3537,21,2,Suburban,Law,0.46,0.49,0.47,0.48,0.52,0.39,0.77,Physical Touch,0.97,34,4,Urban,Entrepreneurship,0.51,0.38,0.07,0.57,0.16,0.64,0.69,Acts of Service,0.69,60.0,0,69
3538,41,3,Suburban,Creative Arts,0.36,0.5,0.23,0.44,0.33,0.57,0.87,Quality Time,0.34,49,4,Urban,Marketing,0.51,0.87,0.97,0.49,0.23,0.49,0.58,Quality Time,0.48,75.0,1,99
3539,46,2,Urban,Engineering,0.58,0.78,0.46,0.27,0.28,0.6,0.69,Physical Touch,0.31,22,1,Urban,Healthcare,0.21,0.29,0.54,0.47,0.66,0.56,0.75,Physical Touch,0.22,65.7,1,87
3540,36,2,Urban,Creative Arts,0.24,0.54,0.56,0.45,0.15,0.67,0.59,Quality Time,0.86,51,3,Rural,Finance,0.43,0.3,0.46,0.42,0.19,0.28,0.49,Quality Time,0.24,76.0,1,99
3541,23,1,Rural,Law,0.19,0.51,0.43,0.8,0.41,0.95,0.88,Receiving Gifts,0.31,24,4,Rural,Tech,0.36,0.58,0.12,0.14,0.54,0.61,0.41,Receiving Gifts,0.34,82.0,1,93
3542,50,3,Rural,Engineering,0.53,0.63,0.72,0.45,0.72,0.31,0.4,Words of Affirmation,0.21,34,3,Suburban,Tech,0.44,0.7,0.68,0.46,0.7,0.71,0.01,Words of Affirmation,0.67,83.7,1,102
3543,36,5,Urban,Law,0.81,0.62,0.5,0.19,0.47,0.65,0.37,Receiving Gifts,0.83,39,3,Urban,Engineering,0.41,0.91,0.77,0.97,0.54,0.71,0.2,Quality Time,0.42,53.6,0,47
3544,18,3,Urban,Marketing,0.52,0.86,0.52,0.59,0.58,0.28,0.44,Physical Touch,0.34,18,2,Urban,Marketing,0.55,0.3,0.71,0.36,0.2,0.67,0.52,Physical Touch,0.73,83.5,1,58
3545,22,3,Suburban,Finance,0.58,0.16,0.35,0.26,0.57,0.47,0.7,Acts of Service,0.28,41,3,Urban,Science,0.59,0.34,0.8,0.39,0.75,0.67,0.32,Quality Time,0.4,77.3,1,85
3546,44,4,Suburban,Education,0.45,0.08,0.83,0.57,0.08,0.51,0.38,Physical Touch,0.47,25,2,Urban,Healthcare,0.55,0.22,0.24,0.23,0.35,0.49,0.7,Quality Time,0.56,70.3,1,48
3547,33,5,Rural,Science,0.79,0.79,0.57,0.35,0.44,0.36,0.39,Receiving Gifts,0.42,41,2,Urban,Engineering,0.36,0.41,0.12,0.66,0.12,0.95,0.78,Receiving Gifts,0.3,58.3,0,31
3548,23,2,Suburban,Creative Arts,0.34,0.27,0.56,0.25,0.76,0.91,0.52,Acts of Service,0.67,19,3,Urban,Marketing,0.59,0.69,0.42,0.44,0.49,0.43,0.07,Quality Time,0.33,58.0,0,48
3549,30,3,Rural,Education,0.69,0.91,0.65,0.55,0.83,0.24,0.57,Quality Time,0.61,46,3,Suburban,Marketing,0.82,0.32,0.73,0.6,0.74,0.39,0.47,Receiving Gifts,0.25,60.9,0,39
3550,52,2,Suburban,Finance,0.4,0.9,0.26,0.36,0.38,0.81,0.34,Receiving Gifts,0.36,24,2,Urban,Marketing,0.4,0.63,0.38,0.38,0.97,0.65,0.72,Physical Touch,0.56,72.4,1,81
3551,36,1,Urban,Tech,0.31,0.26,0.56,0.58,0.45,0.65,0.16,Words of Affirmation,0.77,37,4,Urban,Engineering,0.82,0.26,0.51,0.48,0.12,0.39,0.79,Words of Affirmation,0.07,52.6,0,81
3552,29,2,Urban,Marketing,0.41,0.16,0.52,0.9,0.5,0.6,0.68,Quality Time,0.56,42,3,Urban,Creative Arts,0.45,0.25,0.19,0.89,0.51,0.57,0.28,Receiving Gifts,0.75,63.6,0,49
3553,33,1,Urban,Engineering,0.45,0.71,0.85,0.42,0.62,0.82,0.26,Acts of Service,0.39,32,2,Urban,Entrepreneurship,0.52,0.42,0.29,0.41,0.61,0.43,0.79,Words of Affirmation,0.53,57.7,0,77
3554,27,4,Urban,Entrepreneurship,0.65,0.8,0.61,0.69,0.43,0.15,0.9,Acts of Service,0.27,46,2,Suburban,Science,0.33,0.33,0.46,0.55,0.14,0.38,0.76,Acts of Service,0.42,67.7,1,85
3555,42,4,Suburban,Marketing,0.64,0.79,0.86,0.74,0.31,0.34,0.33,Physical Touch,0.56,50,2,Urban,Engineering,0.46,0.87,0.19,0.61,0.65,0.2,0.55,Words of Affirmation,0.38,54.9,0,49
3556,37,2,Suburban,Engineering,0.54,0.66,0.61,0.91,0.71,0.59,0.55,Quality Time,0.47,48,3,Urban,Entrepreneurship,0.56,0.44,0.19,0.64,0.26,0.11,0.55,Words of Affirmation,0.45,71.2,1,44
3557,48,2,Suburban,Entrepreneurship,0.38,0.8,0.18,0.76,0.49,0.2,0.64,Words of Affirmation,0.06,29,4,Urban,Finance,0.47,0.71,0.54,0.97,0.31,0.29,0.69,Acts of Service,0.78,69.7,1,77
3558,21,3,Suburban,Law,0.42,0.33,0.33,0.57,0.26,0.28,0.76,Receiving Gifts,0.51,51,4,Suburban,Creative Arts,0.44,0.6,0.33,0.11,0.15,0.72,0.64,Words of Affirmation,0.57,72.1,1,87
3559,40,4,Suburban,Law,0.45,0.25,0.24,0.84,0.54,0.35,0.69,Physical Touch,0.83,19,3,Urban,Tech,0.31,0.94,0.32,0.57,0.71,0.69,0.36,Physical Touch,0.14,55.2,0,54
3560,19,4,Suburban,Education,0.38,0.43,0.5,0.29,0.54,0.56,0.78,Physical Touch,0.55,51,3,Urban,Finance,0.39,0.53,0.69,0.38,0.43,0.17,0.29,Acts of Service,0.65,73.3,1,90
3561,39,1,Urban,Creative Arts,0.1,0.34,0.54,0.63,0.86,0.47,0.55,Acts of Service,0.71,42,3,Rural,Marketing,0.72,0.57,0.41,0.4,0.84,0.44,0.17,Acts of Service,0.86,78.3,1,89
3562,54,4,Rural,Entrepreneurship,0.56,0.76,0.75,0.3,0.21,0.59,0.45,Words of Affirmation,0.6,19,2,Urban,Engineering,0.18,0.33,0.8,0.58,0.87,0.47,0.68,Acts of Service,0.41,54.5,0,49
3563,25,4,Urban,Marketing,0.89,0.84,0.53,0.73,0.88,0.58,0.16,Words of Affirmation,0.87,41,4,Suburban,Creative Arts,0.59,0.42,0.28,0.57,0.27,0.16,0.3,Physical Touch,0.42,46.2,0,81
3564,24,1,Urban,Education,0.48,0.01,0.78,0.3,0.14,0.54,0.71,Receiving Gifts,0.22,27,3,Rural,Engineering,0.41,0.23,0.89,0.47,0.33,0.26,0.17,Acts of Service,0.93,77.4,1,52
3565,31,4,Suburban,Education,0.65,0.75,0.58,0.61,0.91,0.91,0.11,Quality Time,0.56,46,5,Urban,Education,0.7,0.5,0.72,0.15,0.6,0.4,0.58,Receiving Gifts,0.95,66.5,1,46
3566,20,2,Suburban,Finance,0.27,0.08,0.25,0.56,0.27,0.49,0.81,Words of Affirmation,0.78,31,1,Urban,Law,0.3,0.74,0.24,0.52,0.7,0.35,0.21,Physical Touch,0.16,48.4,0,64
3567,33,2,Rural,Marketing,0.39,0.62,0.53,0.24,0.4,0.69,0.58,Quality Time,0.76,30,2,Rural,Finance,0.23,0.35,0.53,0.27,0.37,0.02,0.66,Quality Time,0.67,80.6,1,103
3568,36,3,Urban,Healthcare,0.56,0.69,0.59,0.21,0.1,0.21,0.53,Acts of Service,0.38,43,4,Rural,Science,0.61,0.7,0.25,0.44,0.16,0.06,0.1,Quality Time,0.68,56.7,0,78
3569,35,3,Urban,Entrepreneurship,0.46,0.24,0.44,0.12,0.23,0.73,0.37,Quality Time,0.23,35,3,Urban,Education,0.75,0.38,0.12,0.57,0.14,0.67,0.65,Physical Touch,0.19,79.6,1,85
3570,33,3,Suburban,Healthcare,0.48,0.61,0.4,0.31,0.72,0.55,0.43,Quality Time,0.65,48,4,Urban,Finance,0.6,0.66,0.25,0.22,0.27,0.56,0.57,Words of Affirmation,0.49,67.5,1,57
3571,25,5,Suburban,Education,0.56,0.46,0.9,0.68,0.08,0.85,0.41,Physical Touch,0.66,40,3,Rural,Finance,0.28,0.31,0.36,0.23,0.51,0.77,0.4,Receiving Gifts,0.59,69.0,1,109
3572,50,2,Urban,Tech,0.67,0.62,0.4,0.17,0.58,0.56,0.66,Acts of Service,0.59,38,4,Urban,Finance,0.77,0.74,0.48,0.69,0.66,0.45,0.42,Quality Time,0.35,66.0,1,120
3573,29,3,Suburban,Finance,0.44,0.55,0.59,0.56,0.31,0.63,0.44,Words of Affirmation,0.21,51,2,Suburban,Healthcare,0.41,0.27,0.67,0.24,0.64,0.58,0.7,Words of Affirmation,0.44,70.0,1,70
3574,28,3,Urban,Marketing,0.52,0.86,0.14,0.87,0.24,0.23,0.97,Acts of Service,0.69,37,2,Urban,Creative Arts,0.68,0.69,0.31,0.63,0.98,0.44,0.22,Physical Touch,0.49,54.1,0,61
3575,22,4,Urban,Entrepreneurship,0.55,0.4,0.63,0.3,0.74,0.23,0.78,Receiving Gifts,0.64,39,4,Rural,Education,0.53,0.42,0.88,0.26,0.92,0.76,0.15,Quality Time,0.42,61.7,0,83
3576,44,2,Suburban,Marketing,0.69,0.53,0.19,0.29,0.71,0.31,0.06,Physical Touch,0.51,19,5,Urban,Creative Arts,0.69,0.92,0.22,0.65,0.45,0.61,0.37,Quality Time,0.38,58.1,0,72
3577,29,1,Suburban,Creative Arts,0.29,0.25,0.37,0.2,0.37,0.65,0.38,Receiving Gifts,0.78,38,5,Urban,Engineering,0.53,0.48,0.54,0.9,0.99,0.46,0.09,Physical Touch,0.38,35.0,0,22
3578,34,5,Urban,Healthcare,0.51,0.07,0.66,0.61,0.11,0.37,0.46,Quality Time,0.58,52,1,Urban,Entrepreneurship,0.28,0.56,0.53,0.69,0.18,0.32,0.16,Words of Affirmation,0.63,81.0,1,120
3579,23,3,Suburban,Healthcare,0.41,0.23,0.66,0.43,0.12,0.1,0.79,Quality Time,0.65,40,2,Rural,Tech,0.45,0.32,0.4,0.19,0.24,0.3,0.25,Physical Touch,0.29,55.2,0,107
3580,50,5,Suburban,Education,0.65,0.51,0.76,0.51,0.33,0.02,0.46,Words of Affirmation,0.13,41,4,Rural,Finance,0.54,0.16,0.2,0.5,0.46,0.36,0.1,Quality Time,0.78,55.1,0,57
3581,22,3,Suburban,Science,0.42,0.58,0.74,0.25,0.08,0.44,0.38,Receiving Gifts,0.81,47,4,Urban,Marketing,0.64,0.67,0.22,0.71,0.31,0.35,0.77,Acts of Service,0.79,51.4,0,51
3582,45,3,Suburban,Law,0.39,0.47,0.51,0.1,0.77,0.79,0.61,Words of Affirmation,0.6,41,2,Rural,Tech,0.45,0.39,1.0,0.82,0.28,0.19,0.73,Receiving Gifts,0.42,59.5,0,86
3583,31,3,Urban,Education,0.44,0.4,0.44,0.35,0.53,0.73,0.45,Acts of Service,0.25,19,3,Suburban,Science,0.66,0.87,0.51,0.47,0.3,0.17,0.71,Quality Time,0.42,57.0,0,104
3584,22,5,Urban,Education,0.44,0.39,0.49,0.84,0.14,0.25,0.85,Quality Time,0.2,38,4,Rural,Law,0.58,0.8,0.57,0.4,0.18,0.37,0.27,Physical Touch,0.9,47.4,0,66
3585,50,2,Suburban,Finance,0.44,0.61,0.83,0.7,0.33,0.18,0.58,Receiving Gifts,0.34,45,3,Rural,Science,0.53,0.56,0.53,0.62,0.83,0.65,0.37,Words of Affirmation,0.76,60.2,0,74
3586,36,2,Urban,Marketing,0.21,0.51,0.53,0.04,0.81,0.73,0.49,Words of Affirmation,0.47,47,2,Suburban,Engineering,0.26,0.86,0.31,0.66,0.35,0.16,0.79,Quality Time,0.64,58.2,0,75
3587,39,3,Urban,Tech,0.42,0.68,0.54,0.72,0.11,0.22,0.56,Acts of Service,0.54,44,2,Suburban,Entrepreneurship,0.53,0.66,0.19,0.56,0.59,0.11,0.73,Acts of Service,0.5,78.0,1,83
3588,22,1,Suburban,Entrepreneurship,0.1,0.58,0.07,0.3,0.22,0.56,0.43,Acts of Service,0.78,48,2,Urban,Marketing,0.28,0.18,0.7,0.13,0.74,0.32,0.3,Physical Touch,0.68,51.5,0,3
3589,19,4,Suburban,Healthcare,0.39,0.55,0.65,0.66,0.45,0.58,0.44,Receiving Gifts,0.22,21,3,Suburban,Tech,0.36,0.6,0.79,0.38,0.4,0.83,0.62,Receiving Gifts,0.55,79.2,1,93
3590,47,5,Urban,Finance,0.83,0.28,0.77,0.17,0.7,0.95,0.21,Quality Time,0.38,25,2,Suburban,Creative Arts,0.76,0.79,0.26,0.06,0.54,0.7,0.52,Words of Affirmation,0.36,54.1,0,89
3591,21,4,Urban,Engineering,0.52,0.46,0.14,0.4,0.81,0.57,0.69,Quality Time,0.5,18,3,Urban,Education,0.45,0.15,0.58,0.08,0.53,0.43,0.17,Acts of Service,0.55,71.1,1,81
3592,50,2,Urban,Marketing,0.42,0.74,0.27,0.64,0.65,0.34,0.31,Quality Time,0.44,26,1,Rural,Engineering,0.45,0.81,0.33,0.86,0.11,0.8,0.64,Words of Affirmation,0.72,57.2,0,73
3593,30,4,Suburban,Creative Arts,0.74,0.65,0.21,0.63,0.29,0.12,0.62,Acts of Service,0.79,42,2,Urban,Law,0.53,0.61,0.53,0.43,0.61,0.85,0.7,Acts of Service,0.89,63.8,0,52
3594,37,3,Urban,Law,0.38,0.51,0.36,0.74,0.3,0.53,0.56,Receiving Gifts,0.42,29,3,Suburban,Entrepreneurship,0.83,0.84,0.6,0.66,0.65,0.61,0.25,Physical Touch,0.54,66.6,1,58
3595,24,2,Suburban,Marketing,0.27,0.61,0.29,0.58,0.74,0.66,0.4,Receiving Gifts,0.57,29,3,Rural,Healthcare,0.21,0.27,0.6,0.32,0.84,0.45,0.44,Words of Affirmation,0.69,58.7,0,90
3596,32,3,Suburban,Engineering,0.58,0.47,0.77,0.66,0.85,0.85,0.75,Words of Affirmation,0.96,18,4,Rural,Marketing,0.77,0.21,0.59,0.02,0.3,0.63,0.89,Acts of Service,0.79,64.3,0,82
3597,40,4,Suburban,Science,0.48,0.19,0.27,0.43,0.62,0.45,0.5,Words of Affirmation,0.66,37,1,Rural,Engineering,0.29,0.91,0.85,0.76,0.9,0.74,0.34,Acts of Service,0.92,51.9,0,56
3598,31,2,Urban,Finance,0.75,0.46,0.53,0.13,0.19,0.6,0.88,Words of Affirmation,0.38,33,5,Urban,Education,0.47,0.87,0.72,0.67,0.36,0.26,0.46,Quality Time,0.7,72.3,1,107
3599,40,3,Urban,Creative Arts,0.54,0.19,0.56,0.1,0.25,0.43,0.47,Physical Touch,0.51,41,2,Urban,Law,0.22,0.11,0.65,0.47,0.66,0.32,0.28,Acts of Service,0.53,62.6,0,73
3600,36,1,Suburban,Tech,0.43,0.35,0.29,0.55,0.18,0.29,0.63,Physical Touch,0.17,50,3,Suburban,Education,0.73,0.87,0.37,0.66,0.17,0.44,0.32,Physical Touch,0.6,73.4,1,94
3601,46,4,Suburban,Finance,0.81,0.67,0.8,0.52,0.15,0.09,0.69,Acts of Service,0.74,30,5,Suburban,Tech,0.59,0.54,0.41,0.46,0.29,0.53,0.54,Physical Touch,0.34,55.0,0,59
3602,37,2,Suburban,Creative Arts,0.47,0.58,0.47,0.87,0.44,0.94,0.19,Acts of Service,0.22,40,2,Urban,Creative Arts,0.16,0.36,0.97,0.88,0.65,0.88,0.26,Receiving Gifts,0.54,63.2,0,91
3603,46,3,Suburban,Engineering,0.62,0.34,0.48,0.49,0.49,0.04,0.26,Words of Affirmation,0.48,33,1,Urban,Healthcare,0.48,0.28,0.71,0.49,0.19,0.28,0.82,Receiving Gifts,0.66,46.6,0,70
3604,41,3,Suburban,Engineering,0.69,0.75,0.5,0.72,0.53,0.64,0.67,Acts of Service,0.41,34,2,Urban,Education,0.28,0.78,0.39,0.91,0.77,0.85,0.59,Quality Time,0.29,48.5,0,49
3605,35,3,Rural,Law,0.67,0.52,0.91,0.97,0.77,0.95,0.15,Acts of Service,0.34,26,5,Suburban,Law,0.68,0.83,0.29,0.84,0.96,0.69,0.1,Receiving Gifts,0.86,70.5,1,46
3606,27,2,Rural,Finance,0.45,0.18,0.42,0.08,0.49,0.45,0.25,Acts of Service,0.52,54,2,Rural,Science,0.27,0.31,0.92,0.37,0.66,0.29,0.61,Quality Time,0.49,55.5,0,59
3607,25,3,Rural,Education,0.49,0.02,0.08,0.72,0.66,0.48,0.29,Quality Time,0.1,24,2,Urban,Marketing,0.35,0.51,0.19,0.62,0.41,0.57,0.74,Acts of Service,0.17,63.7,0,60
3608,43,3,Rural,Creative Arts,0.32,0.7,0.41,0.63,0.9,0.52,0.33,Physical Touch,0.88,19,3,Urban,Entrepreneurship,0.35,0.34,0.39,0.87,0.83,0.41,0.73,Acts of Service,0.41,65.4,1,101
3609,46,3,Suburban,Marketing,0.47,0.78,0.57,0.77,0.39,0.51,0.52,Words of Affirmation,0.02,45,4,Rural,Finance,0.56,0.27,0.78,0.56,0.25,0.3,0.22,Physical Touch,0.11,63.1,0,65
3610,27,3,Urban,Marketing,0.21,0.18,0.49,0.6,0.86,0.71,0.78,Quality Time,0.72,26,3,Urban,Law,0.3,0.3,0.25,0.45,0.56,0.26,0.55,Acts of Service,0.82,59.6,0,78
3611,34,2,Suburban,Entrepreneurship,0.49,0.58,0.69,0.79,0.61,0.03,0.0,Words of Affirmation,0.77,51,4,Suburban,Science,0.69,0.46,0.2,0.44,0.37,0.61,0.93,Acts of Service,0.2,49.8,0,79
3612,19,3,Suburban,Engineering,0.64,0.8,0.57,0.68,0.59,0.34,0.79,Acts of Service,0.54,26,1,Urban,Finance,0.33,0.68,0.87,0.73,0.59,0.39,0.26,Quality Time,0.8,63.1,0,55
3613,23,4,Suburban,Engineering,0.66,0.97,0.82,0.35,0.51,0.66,0.56,Receiving Gifts,0.15,27,2,Urban,Marketing,0.34,0.42,0.53,0.27,0.24,0.26,0.79,Receiving Gifts,0.8,68.1,1,56
3614,22,3,Urban,Engineering,0.25,0.47,0.33,0.18,0.6,0.41,0.63,Receiving Gifts,0.62,22,2,Rural,Law,0.56,0.31,0.22,0.55,0.65,0.7,0.64,Acts of Service,0.09,54.0,0,56
3615,45,3,Rural,Tech,0.34,0.39,0.78,0.17,0.41,0.84,0.37,Receiving Gifts,0.36,19,2,Rural,Creative Arts,0.21,0.27,0.7,0.47,0.66,0.55,0.78,Acts of Service,0.84,63.8,0,82
3616,22,2,Urban,Education,0.44,0.44,0.05,0.14,0.32,0.86,0.22,Words of Affirmation,0.83,31,2,Suburban,Tech,0.33,0.35,0.75,0.14,0.69,0.5,0.33,Physical Touch,0.46,55.0,0,59
3617,35,3,Urban,Education,0.57,0.43,0.91,0.64,0.61,0.8,0.57,Words of Affirmation,0.38,23,3,Urban,Education,0.72,0.24,0.2,0.4,0.42,0.24,0.9,Acts of Service,0.33,66.3,1,55
3618,43,2,Urban,Education,0.46,0.41,0.58,0.59,0.48,0.73,0.44,Quality Time,0.68,34,1,Rural,Education,0.36,0.61,0.01,0.4,0.47,0.4,0.35,Physical Touch,0.34,59.4,0,59
3619,37,3,Suburban,Healthcare,0.78,0.4,0.73,0.59,0.42,0.17,0.59,Physical Touch,0.56,43,2,Urban,Entrepreneurship,0.78,0.75,0.54,0.75,0.51,0.62,0.76,Quality Time,0.35,64.5,0,74
3620,44,2,Urban,Law,0.66,0.27,0.71,0.32,0.11,0.7,0.4,Physical Touch,0.53,38,3,Rural,Engineering,0.46,0.57,0.24,0.07,0.69,0.44,0.12,Receiving Gifts,0.44,68.4,1,72
3621,29,2,Urban,Engineering,0.54,0.72,0.69,0.64,0.19,0.86,0.29,Physical Touch,0.86,39,2,Urban,Healthcare,0.29,0.43,0.76,0.59,0.42,0.81,0.88,Words of Affirmation,0.25,55.0,0,69
3622,24,1,Urban,Engineering,0.25,0.89,0.35,0.58,0.44,0.58,0.66,Acts of Service,0.23,53,5,Suburban,Education,0.72,0.65,0.19,0.58,0.74,0.84,0.3,Receiving Gifts,0.43,46.5,0,32
3623,20,3,Urban,Engineering,0.53,0.75,0.75,0.81,0.35,0.63,0.61,Receiving Gifts,0.91,38,2,Suburban,Marketing,0.36,0.31,0.46,0.53,0.11,0.82,0.27,Receiving Gifts,0.62,53.0,0,48
3624,27,4,Urban,Entrepreneurship,0.18,0.44,0.29,0.83,0.48,0.48,0.65,Receiving Gifts,0.22,43,2,Urban,Science,0.4,0.79,0.56,0.38,0.61,0.22,0.19,Receiving Gifts,0.41,78.2,1,54
3625,51,3,Suburban,Law,0.8,0.21,0.73,0.91,0.76,0.35,0.48,Words of Affirmation,0.76,52,1,Suburban,Creative Arts,0.24,0.55,0.24,0.16,0.85,0.58,0.48,Receiving Gifts,0.55,60.0,0,67
3626,42,4,Suburban,Entrepreneurship,0.31,0.39,0.46,0.66,0.73,0.72,0.54,Receiving Gifts,0.37,45,3,Rural,Education,0.23,0.17,0.4,0.65,0.39,0.84,0.61,Receiving Gifts,0.5,100.0,1,120
3627,52,2,Suburban,Engineering,0.53,0.27,0.57,0.83,0.49,0.62,0.35,Acts of Service,0.66,18,2,Suburban,Law,0.38,0.25,0.71,0.21,0.47,0.64,0.14,Words of Affirmation,0.78,67.8,1,48
3628,33,2,Urban,Creative Arts,0.49,0.62,0.17,0.67,0.42,0.61,0.46,Words of Affirmation,0.65,19,4,Urban,Healthcare,0.64,0.89,0.84,0.93,0.41,0.51,0.82,Quality Time,0.69,70.4,1,45
3629,19,3,Suburban,Science,0.55,0.38,0.55,0.56,0.21,0.28,0.38,Physical Touch,0.23,39,3,Urban,Finance,0.46,0.09,0.41,0.62,0.63,0.41,0.5,Receiving Gifts,0.5,62.4,0,75
3630,41,4,Suburban,Tech,0.32,0.77,0.49,0.99,0.48,0.32,0.45,Receiving Gifts,0.85,45,2,Urban,Finance,0.49,0.46,0.34,0.21,0.87,0.9,0.22,Quality Time,0.45,48.4,0,31
3631,27,3,Urban,Engineering,0.44,0.41,0.62,0.32,0.3,0.27,0.38,Physical Touch,0.15,42,5,Urban,Creative Arts,0.61,0.48,0.63,0.31,0.74,0.17,0.31,Acts of Service,0.66,61.7,0,95
3632,55,3,Rural,Engineering,0.55,0.7,0.04,0.36,0.38,0.64,0.75,Acts of Service,0.29,21,4,Urban,Healthcare,0.8,0.47,0.87,0.69,0.52,0.51,0.63,Words of Affirmation,0.69,47.1,0,21
3633,39,2,Urban,Science,0.59,0.33,0.42,0.74,0.17,0.7,0.46,Receiving Gifts,0.35,21,5,Urban,Creative Arts,0.6,0.29,0.91,0.62,0.6,0.67,0.26,Receiving Gifts,0.61,84.9,1,75
3634,43,4,Suburban,Healthcare,0.86,0.92,0.57,0.62,0.65,0.56,0.07,Receiving Gifts,0.75,35,1,Urban,Law,0.27,0.74,0.38,0.11,0.26,0.3,0.51,Physical Touch,0.61,50.1,0,57
3635,44,4,Suburban,Marketing,0.27,0.27,0.34,0.67,0.47,0.14,0.25,Quality Time,0.46,47,5,Suburban,Finance,0.56,0.69,0.08,0.08,0.28,0.43,0.67,Words of Affirmation,0.55,63.7,0,97
3636,46,3,Suburban,Creative Arts,0.58,0.73,0.73,0.49,0.64,0.32,0.23,Acts of Service,0.1,51,2,Urban,Engineering,0.29,0.7,0.36,0.78,0.33,0.22,0.2,Acts of Service,0.36,78.2,1,74
3637,55,1,Urban,Science,0.42,0.44,0.46,0.4,0.37,0.51,0.36,Receiving Gifts,0.47,19,5,Urban,Entrepreneurship,0.61,0.69,0.23,0.66,0.56,0.68,0.64,Acts of Service,0.4,60.4,0,74
3638,37,2,Urban,Marketing,0.48,0.22,0.48,0.37,0.08,0.42,0.33,Receiving Gifts,0.81,21,5,Urban,Entrepreneurship,0.67,0.7,0.38,0.49,0.52,0.17,0.56,Physical Touch,0.5,63.4,0,90
3639,44,4,Suburban,Science,0.69,0.33,0.55,0.82,0.74,0.65,0.59,Receiving Gifts,0.33,25,2,Urban,Marketing,0.29,0.29,0.28,0.73,0.69,0.66,0.61,Receiving Gifts,0.08,73.6,1,38
3640,37,3,Urban,Education,0.83,0.42,0.7,0.19,0.78,0.31,0.32,Quality Time,0.42,45,1,Suburban,Education,0.2,0.56,0.7,0.21,0.61,0.55,0.52,Receiving Gifts,0.69,59.1,0,77
3641,36,3,Urban,Science,0.43,0.23,0.73,0.24,0.25,0.49,0.84,Physical Touch,0.29,27,3,Urban,Creative Arts,0.57,0.81,0.23,0.66,0.29,0.16,0.39,Words of Affirmation,0.42,59.1,0,76
3642,37,3,Suburban,Science,0.36,0.49,0.63,0.22,0.06,0.72,0.55,Physical Touch,0.73,34,3,Urban,Tech,0.57,0.44,0.61,0.25,0.4,0.75,0.21,Acts of Service,0.57,57.3,0,73
3643,52,5,Urban,Education,0.51,0.72,0.0,0.17,0.24,0.27,0.47,Words of Affirmation,0.18,41,5,Suburban,Engineering,0.74,0.47,0.42,0.27,0.61,0.53,0.31,Quality Time,0.24,63.4,0,64
3644,19,2,Suburban,Creative Arts,0.49,0.37,0.73,0.55,0.61,0.75,0.6,Acts of Service,0.21,52,5,Urban,Marketing,0.64,0.68,0.62,0.82,0.55,0.76,0.56,Receiving Gifts,0.23,68.9,1,88
3645,47,3,Urban,Engineering,0.61,0.6,0.58,0.46,0.51,0.48,0.75,Words of Affirmation,0.44,35,2,Suburban,Creative Arts,0.45,0.78,0.69,0.47,0.8,0.42,0.46,Physical Touch,0.11,63.1,0,80
